Request_ID,Create_Date,Close_Date,Status,Request_Type,Department,Origin,District,Latitude,Longitude,Create_Date_ISO,Close_Date_ISO
527055,1770070500000,1770070500000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T22:15:00+00:00,2026-02-02T22:15:00+00:00
527054,1770070200000,1770230520000,Closed,Fallen Trees and Limbs,Street Maintenance,Call Center,7,32.3573165,-86.2778813,2026-02-02T22:10:00+00:00,2026-02-04T18:42:00+00:00
527053,1770070140000,1770070140000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T22:09:00+00:00,2026-02-02T22:09:00+00:00
527052,1770069480000,1770069480000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T21:58:00+00:00,2026-02-02T21:58:00+00:00
527051,1770069060000,1770153900000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3791945,-86.3079207,2026-02-02T21:51:00+00:00,2026-02-03T21:25:00+00:00
527050,1770068880000,1770068880000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T21:48:00+00:00,2026-02-02T21:48:00+00:00
527049,1770068700000,1770069000000,Closed,Ask 3-1-1,FAQ,Citibot,,0.0,0.0,2026-02-02T21:45:00+00:00,2026-02-02T21:50:00+00:00
527048,1770068520000,1770068520000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T21:42:00+00:00,2026-02-02T21:42:00+00:00
527047,1770068340000,1770236640000,Closed,Traffic Signal Needing Physical Repair,Traffic Engineering,Call Center,6,32.3158915,-86.216502,2026-02-02T21:39:00+00:00,2026-02-04T20:24:00+00:00
527046,1770068280000,1770216000000,Closed,General Repairs,Code Enforcement,Call Center,5,32.3122445,-86.2844543,2026-02-02T21:38:00+00:00,2026-02-04T14:40:00+00:00
527045,1770068160000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,3,32.3965946,-86.2805228,2026-02-02T21:36:00+00:00,
527044,1770068160000,1770320760000,Closed,Nuisance,Code Enforcement,Call Center,4,32.3057372,-86.3493397,2026-02-02T21:36:00+00:00,2026-02-05T19:46:00+00:00
527043,1770066900000,1770079740000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3807152,-86.3141358,2026-02-02T21:15:00+00:00,2026-02-03T00:49:00+00:00
527042,1770066360000,1770066360000,Closed,Inquiries(Property Maintenance),Code Enforcement,Call Center,6,32.3207033,-86.2709894,2026-02-02T21:06:00+00:00,2026-02-02T21:06:00+00:00
527041,1770065820000,1770309540000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2026-02-02T20:57:00+00:00,2026-02-05T16:39:00+00:00
527040,1770065700000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Website,5,32.3451342,-86.2476246,2026-02-02T20:55:00+00:00,
527039,1770065580000,1770069180000,Closed,Stop Sign or Yield Sign Missing/Damaged,Traffic Engineering,Call Center,1,32.3758514,-86.1353226,2026-02-02T20:53:00+00:00,2026-02-02T21:53:00+00:00
527037,1770065400000,1770065400000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T20:50:00+00:00,2026-02-02T20:50:00+00:00
527038,1770065400000,1770065640000,Closed,Ask 3-1-1,FAQ,Citibot,,0.0,0.0,2026-02-02T20:50:00+00:00,2026-02-02T20:54:00+00:00
527036,1770064380000,1770064380000,Closed,Inquiries(Property Maintenance),Code Enforcement,Call Center,7,32.3616838,-86.3165967,2026-02-02T20:33:00+00:00,2026-02-02T20:33:00+00:00
527035,1770064260000,1770066360000,Closed,Stop Sign or Yield Sign Missing/Damaged,Traffic Engineering,Website,8,32.3377524,-86.2111257,2026-02-02T20:31:00+00:00,2026-02-02T21:06:00+00:00
527034,1770063600000,1770063600000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-02T20:20:00+00:00,2026-02-02T20:20:00+00:00
527033,1770063480000,,In Progress,General Repairs,Code Enforcement,Call Center,8,32.333598,-86.227212,2026-02-02T20:18:00+00:00,
527032,1770063300000,1770064320000,Closed,Utility Issues,Inspections Department,Call Center,2,32.3933811,-86.2565464,2026-02-02T20:15:00+00:00,2026-02-02T20:32:00+00:00
527031,1770063240000,1770214500000,Closed,Missing Trash Container,Sanitation Department,Call Center,6,32.3098734,-86.2399457,2026-02-02T20:14:00+00:00,2026-02-04T14:15:00+00:00
527030,1770063180000,1770063180000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-02T20:13:00+00:00,2026-02-02T20:13:00+00:00
527029,1770062580000,1770131580000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.3791705,-86.2943374,2026-02-02T20:03:00+00:00,2026-02-03T15:13:00+00:00
527028,1770062400000,1770062400000,Closed,Animal Control Issues,FAQ,Call Center,,0.0,0.0,2026-02-02T20:00:00+00:00,2026-02-02T20:00:00+00:00
527027,1770062160000,1770062160000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T19:56:00+00:00,2026-02-02T19:56:00+00:00
527026,1770061920000,1770061920000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T19:52:00+00:00,2026-02-02T19:52:00+00:00
527025,1770061740000,1770147360000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2026-02-02T19:49:00+00:00,2026-02-03T19:36:00+00:00
527024,1770061680000,1770061680000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T19:48:00+00:00,2026-02-02T19:48:00+00:00
527023,1770061140000,1770061140000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T19:39:00+00:00,2026-02-02T19:39:00+00:00
527022,1770060300000,,Open,Exchange Damage Container,Sanitation Department,Call Center,3,32.4197997,-86.2973917,2026-02-02T19:25:00+00:00,
527021,1770060180000,,Open,Exchange Damage Container,Sanitation Department,Call Center,7,32.3503349,-86.2945709,2026-02-02T19:23:00+00:00,
527020,1770059820000,1770296220000,Closed,COM Roofing,Building Maintenance,Call Center,3,32.3791945,-86.3079207,2026-02-02T19:17:00+00:00,2026-02-05T12:57:00+00:00
527019,1770059700000,1770059940000,Closed,Sidewalk,Street Maintenance,Call Center,6,32.3218334,-86.2070976,2026-02-02T19:15:00+00:00,2026-02-02T19:19:00+00:00
527018,1770059280000,1770230520000,Closed,Repair/Replace Fence or Gate,Street Maintenance,Call Center,2,32.3931963,-86.2369269,2026-02-02T19:08:00+00:00,2026-02-04T18:42:00+00:00
527017,1770059220000,1770059220000,Closed,FAQ-City Council Members,FAQ,Call Center,,0.0,0.0,2026-02-02T19:07:00+00:00,2026-02-02T19:07:00+00:00
527016,1770058620000,1770129480000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.4091855,-86.3208424,2026-02-02T18:57:00+00:00,2026-02-03T14:38:00+00:00
527015,1770058380000,1770058560000,Closed,Ask 3-1-1,FAQ,Citibot,,0.0,0.0,2026-02-02T18:53:00+00:00,2026-02-02T18:56:00+00:00
527014,1770058320000,,Open,Exchange Damage Container,Sanitation Department,Call Center,4,32.3404712,-86.3353926,2026-02-02T18:52:00+00:00,
527013,1770058140000,1770058140000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T18:49:00+00:00,2026-02-02T18:49:00+00:00
527012,1770057120000,1770057120000,Closed,Fire Plumbing,Building Maintenance,Control Panel,9,32.341841,-86.194825,2026-02-02T18:32:00+00:00,2026-02-02T18:32:00+00:00
527011,1770056400000,1770065160000,Closed,Repair or Replace Damaged/ Missing Signs,Traffic Engineering,Website,2,32.39356431,-86.26350076,2026-02-02T18:20:00+00:00,2026-02-02T20:46:00+00:00
527010,1770056100000,1770056100000,Closed,FAQ-Personnel,FAQ,Call Center,,0.0,0.0,2026-02-02T18:15:00+00:00,2026-02-02T18:15:00+00:00
527008,1770055560000,1770207060000,Closed,Library Hvac/Refrigeration,Building Maintenance,Call Center,3,32.3798244,-86.3075741,2026-02-02T18:06:00+00:00,2026-02-04T12:11:00+00:00
527007,1770055560000,1770055560000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T18:06:00+00:00,2026-02-02T18:06:00+00:00
527009,1770055560000,1770055560000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T18:06:00+00:00,2026-02-02T18:06:00+00:00
527006,1770055260000,1770236580000,Closed,Check the timing for an approach of an existing signalized intersection,Traffic Engineering,Call Center,9,32.367772,-86.1712603,2026-02-02T18:01:00+00:00,2026-02-04T20:23:00+00:00
527005,1770055140000,1770229800000,Closed,Curb/Gutter Clean up (dirt/debris),Street Maintenance,Call Center,6,32.3013202,-86.2641396,2026-02-02T17:59:00+00:00,2026-02-04T18:30:00+00:00
527004,1770054120000,1770122640000,Closed,COM Electrical,Building Maintenance,Website,3,32.3792458,-86.3078353,2026-02-02T17:42:00+00:00,2026-02-03T12:44:00+00:00
527003,1770053760000,,Open,Leaves and Debris Pick up,Sanitation Department,Call Center,4,32.3496118,-86.3831177,2026-02-02T17:36:00+00:00,
527002,1770053520000,1770053520000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T17:32:00+00:00,2026-02-02T17:32:00+00:00
527001,1770053460000,1770132720000,Closed,COM Carpentry,Building Maintenance,Call Center,2,32.3825904,-86.2714586,2026-02-02T17:31:00+00:00,2026-02-03T15:32:00+00:00
526998,1770053400000,1770053400000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T17:30:00+00:00,2026-02-02T17:30:00+00:00
526999,1770053400000,,In Progress,General Repairs,Code Enforcement,Call Center,7,32.3531085,-86.3197194,2026-02-02T17:30:00+00:00,
527000,1770053400000,1770294240000,Closed,Fire Plumbing,Building Maintenance,Call Center,7,32.3523876,-86.2868912,2026-02-02T17:30:00+00:00,2026-02-05T12:24:00+00:00
526997,1770052980000,1770052980000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T17:23:00+00:00,2026-02-02T17:23:00+00:00
526996,1770052920000,1770052920000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T17:22:00+00:00,2026-02-02T17:22:00+00:00
526995,1770052440000,1770052440000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T17:14:00+00:00,2026-02-02T17:14:00+00:00
526994,1770052320000,1770052320000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T17:12:00+00:00,2026-02-02T17:12:00+00:00
526993,1770052200000,1770052200000,Closed,Inquiries (Building Permits),Inspections Department,Call Center,,0.0,0.0,2026-02-02T17:10:00+00:00,2026-02-02T17:10:00+00:00
526992,1770051840000,1770058860000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3907035,-86.2963412,2026-02-02T17:04:00+00:00,2026-02-02T19:01:00+00:00
526991,1770051720000,1770067260000,Closed,Internal/Engineering,Engineering Department,Call Center,3,32.369751,-86.3144767,2026-02-02T17:02:00+00:00,2026-02-02T21:21:00+00:00
526990,1770051480000,1770123060000,Closed,Community Center Plumbing,Building Maintenance,Call Center,8,32.31229,-86.1305922,2026-02-02T16:58:00+00:00,2026-02-03T12:51:00+00:00
526989,1770051000000,1770230580000,Closed,Fallen Trees and Limbs,Street Maintenance,Call Center,1,32.3682899,-86.2392357,2026-02-02T16:50:00+00:00,2026-02-04T18:43:00+00:00
526988,1770050400000,1770050400000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T16:40:00+00:00,2026-02-02T16:40:00+00:00
526987,1770050340000,1770216480000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,1,32.3818945,-86.2576613,2026-02-02T16:39:00+00:00,2026-02-04T14:48:00+00:00
526986,1770049380000,1770049380000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T16:23:00+00:00,2026-02-02T16:23:00+00:00
526985,1770049260000,1770050340000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.4030073,-86.2711875,2026-02-02T16:21:00+00:00,2026-02-02T16:39:00+00:00
526984,1770049140000,1770049260000,Closed,Ask 3-1-1,FAQ,Citibot,4,32.3483761,-86.3141827,2026-02-02T16:19:00+00:00,2026-02-02T16:21:00+00:00
526983,1770048780000,1770226320000,Closed,Library Hvac/Refrigeration,Building Maintenance,Call Center,2,32.4001467,-86.2588245,2026-02-02T16:13:00+00:00,2026-02-04T17:32:00+00:00
526982,1770048720000,1770134100000,Closed,Parking On Front Lawn,Code Enforcement,Call Center,6,32.3132649,-86.2515899,2026-02-02T16:12:00+00:00,2026-02-03T15:55:00+00:00
526981,1770048480000,1770139320000,Closed,COM Carpentry,Building Maintenance,Call Center,2,32.402394,-86.2177192,2026-02-02T16:08:00+00:00,2026-02-03T17:22:00+00:00
526980,1770048420000,1770058740000,Closed,Fire Upholstery,Building Maintenance,Call Center,2,32.3997616,-86.2252444,2026-02-02T16:07:00+00:00,2026-02-02T18:59:00+00:00
526979,1770048120000,1770400020000,Closed,Pothole Repairing,Street Maintenance,Call Center,7,32.3437307,-86.2670166,2026-02-02T16:02:00+00:00,2026-02-06T17:47:00+00:00
526978,1770047760000,,Open,Missing Trash Container,Sanitation Department,Call Center,2,32.4025283,-86.2524342,2026-02-02T15:56:00+00:00,
526977,1770047700000,,In Progress,COM Gates/Fence Issues Repairing and Replacement,Street Maintenance,Call Center,3,32.3829357,-86.3125633,2026-02-02T15:55:00+00:00,
526976,1770047520000,1770120480000,Closed,COM Plumbing,Building Maintenance,Call Center,4,32.3525225,-86.3347449,2026-02-02T15:52:00+00:00,2026-02-03T12:08:00+00:00
526975,1770047400000,1770049200000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3765291,-86.3083342,2026-02-02T15:50:00+00:00,2026-02-02T16:20:00+00:00
526974,1770047220000,1770229860000,Closed,Curb/Gutter Clean up (dirt/debris),Street Maintenance,Call Center,3,32.3805037,-86.281475,2026-02-02T15:47:00+00:00,2026-02-04T18:31:00+00:00
526973,1770047100000,1770047100000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T15:45:00+00:00,2026-02-02T15:45:00+00:00
526972,1770046920000,,In Progress,Leaves and Debris Pick up,Sanitation Department,Call Center,3,32.4291936,-86.2891832,2026-02-02T15:42:00+00:00,
526971,1770046800000,1770058320000,Closed,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3807152,-86.3141358,2026-02-02T15:40:00+00:00,2026-02-02T18:52:00+00:00
526969,1770046680000,1770046680000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T15:38:00+00:00,2026-02-02T15:38:00+00:00
526970,1770046680000,1770068160000,Closed,Traffic Issues for Montgomery Police Dept,Police Department,Website,3,32.3965946,-86.2805228,2026-02-02T15:38:00+00:00,2026-02-02T21:36:00+00:00
526968,1770046500000,1770046500000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-02T15:35:00+00:00,2026-02-02T15:35:00+00:00
526967,1770046320000,1770062340000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.3806047,-86.2944677,2026-02-02T15:32:00+00:00,2026-02-02T19:59:00+00:00
526966,1770046260000,1770309720000,Closed,Community Center Hvac/Refrigeration,Building Maintenance,Call Center,4,32.3348572,-86.3273551,2026-02-02T15:31:00+00:00,2026-02-05T16:42:00+00:00
526965,1770045240000,1770049020000,Closed,Traffic Signal Needing Physical Repair,Traffic Engineering,Call Center,5,32.3545404,-86.2199788,2026-02-02T15:14:00+00:00,2026-02-02T16:17:00+00:00
526964,1770044760000,1770044760000,Closed,Inquiries(Property Maintenance),Code Enforcement,Call Center,9,32.3604195,-86.1428808,2026-02-02T15:06:00+00:00,2026-02-02T15:06:00+00:00
526963,1770044520000,1770046680000,Closed,Traffic Signal Needing Physical Repair,Traffic Engineering,Control Panel,3,32.3954254,-86.2727479,2026-02-02T15:02:00+00:00,2026-02-02T15:38:00+00:00
526962,1770043860000,1770145140000,Closed,COM HVAC/Refrigeration,Building Maintenance,Control Panel,3,32.3791945,-86.3079207,2026-02-02T14:51:00+00:00,2026-02-03T18:59:00+00:00
526961,1770043500000,1770043560000,Closed,Fire Plumbing,Building Maintenance,Control Panel,5,32.32881,-86.2438365,2026-02-02T14:45:00+00:00,2026-02-02T14:46:00+00:00
526960,1770043320000,1770048840000,Closed,COM Carpentry,Building Maintenance,Call Center,3,32.381829,-86.3108709,2026-02-02T14:42:00+00:00,2026-02-02T16:14:00+00:00
526959,1770043200000,1770043200000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T14:40:00+00:00,2026-02-02T14:40:00+00:00
526958,1770042960000,,Open,Exchange Damage Container,Sanitation Department,Call Center,4,32.3151624,-86.3880538,2026-02-02T14:36:00+00:00,
526957,1770042840000,1770042840000,Closed,Ask 3-1-1,FAQ,Call Center,,0.0,0.0,2026-02-02T14:34:00+00:00,2026-02-02T14:34:00+00:00
526956,1770042660000,1770042660000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T14:31:00+00:00,2026-02-02T14:31:00+00:00
526955,1770042420000,1770042420000,Closed,Inquiries(Sanitation Department),Sanitation Department,Call Center,,0.0,0.0,2026-02-02T14:27:00+00:00,2026-02-02T14:27:00+00:00
526954,1770042360000,1770217020000,Closed,General Repairs,Code Enforcement,Call Center,2,32.3896771,-86.2484718,2026-02-02T14:26:00+00:00,2026-02-04T14:57:00+00:00
526953,1770042360000,1770042360000,Closed,FAQ- Montgomery Police Department,FAQ,Call Center,,0.0,0.0,2026-02-02T14:26:00+00:00,2026-02-02T14:26:00+00:00
526952,1770042300000,1770042300000,Closed,Inquiries(Land Use),Planning Department,Call Center,,0.0,0.0,2026-02-02T14:25:00+00:00,2026-02-02T14:25:00+00:00
526951,1770042180000,1770042300000,Closed,Street Light Out,Traffic Engineering,Call Center,8,32.3359061,-86.2239116,2026-02-02T14:23:00+00:00,2026-02-02T14:25:00+00:00
526950,1770042120000,1770043860000,Closed,General Sanitation Inquiry,Sanitation Department,Call Center,3,32.4094697,-86.2846234,2026-02-02T14:22:00+00:00,2026-02-02T14:51:00+00:00
526949,1770041940000,1770123420000,Closed,COM Roofing,Building Maintenance,Control Panel,3,32.3765291,-86.3083342,2026-02-02T14:19:00+00:00,2026-02-03T12:57:00+00:00
526948,1770041640000,1770041640000,Closed,FAQ-Municipal Court,FAQ,Call Center,,0.0,0.0,2026-02-02T14:14:00+00:00,2026-02-02T14:14:00+00:00
526947,1770041640000,,In Progress,COM Barricade Request / Barricade Pickup,Street Maintenance,Call Center,3,32.4032175,-86.2711282,2026-02-02T14:14:00+00:00,
526946,1770041520000,,In Progress,Tree Trimming,Urban Forestry,Call Center,8,32.3343144,-86.2080638,2026-02-02T14:12:00+00:00,
526945,1770041400000,,In Progress,Fallen Trees and Limbs,Street Maintenance,Call Center,9,32.3774297,-86.1815442,2026-02-02T14:10:00+00:00,
526944,1770041340000,1770042840000,Closed,COM Elevator Maintenance,Building Maintenance,Call Center,3,32.3794684,-86.293918,2026-02-02T14:09:00+00:00,2026-02-02T14:34:00+00:00
526943,1770041100000,,In Progress,COM HVAC/Refrigeration,Building Maintenance,Call Center,3,32.3792458,-86.3078353,2026-02-02T14:05:00+00:00,
526942,1770041040000,1770050040000,Closed,Community Center Plumbing,Building Maintenance,Call Center,1,32.3807957,-86.2452915,2026-02-02T14:04:00+00:00,2026-02-02T16:34:00+00:00
526941,1770040680000,1770154260000,Closed,Fire Hvac/Refrigeration,Building Maintenance,Call Center,5,32.356549,-86.2417394,2026-02-02T13:58:00+00:00,2026-02-03T21:31:00+00:00
526940,1770040140000,1770042420000,Closed,COM Plumbing,Building Maintenance,Call Center,3,32.381829,-86.3108709,2026-02-02T13:49:00+00:00,2026-02-02T14:27:00+00:00
526939,1770039480000,,Open,Schedule A Bulk Pick Up***DO NOT USE***,Sanitation Department,Call Center,1,32.3674501,-86.2364461,2026-02-02T13:38:00+00:00,
526938,1770039300000,1770039300000,Closed,Ask 3-1-1,FAQ,Call Center,2,32.4003705,-86.2414589,2026-02-02T13:35:00+00:00,2026-02-02T13:35:00+00:00
526937,1770039120000,1770056580000,Closed,City Jail Electrical,City Jail Internal Building Maintenance,Call Center,3,32.3819047,-86.2979896,2026-02-02T13:32:00+00:00,2026-02-02T18:23:00+00:00
526936,1770039060000,1770045720000,Closed,City Jail Plumbing,City Jail Internal Building Maintenance,Call Center,3,32.3819047,-86.2979896,2026-02-02T13:31:00+00:00,2026-02-02T15:22:00+00:00
526935,1770037860000,1770142080000,Closed,Nuisance,Code Enforcement,Call Center,5,32.3474808,-86.2404805,2026-02-02T13:11:00+00:00,2026-02-03T18:08:00+00:00
526934,1770037800000,,Open,Traffic Issues for Montgomery Police Dept,Police Department,Call Center,5,32.3474808,-86.2404805,2026-02-02T13:10:00+00:00,
526933,1770037560000,1770230100000,Closed,Fallen Trees and Limbs,Street Maintenance,Call Center,7,32.338336,-86.288726,2026-02-02T13:06:00+00:00,2026-02-04T18:35:00+00:00
526932,1770037380000,1770229860000,Closed,Gutter Line is holding water,Street Maintenance,Website,1,32.3718827,-86.1339246,2026-02-02T13:03:00+00:00,2026-02-04T18:31:00+00:00
526931,1770037200000,1770038040000,Closed,Ask 3-1-1,FAQ,Website,5,32.3474808,-86.2404805,2026-02-02T13:00:00+00:00,2026-02-02T13:14:00+00:00
